Site_Name,Cluster_ID,Cluster_Location,Cluster_Location_Time,Cluster_State,Lat,Long,Elevation_mabsl,Site_Comments,Sample_ID,Start_Time_Zone,Collection_Time_Zone,Collection_Date,Year,Season,Month,Sample_Comments,d2H,d18O,d2H_Analytical_SD,d18O_Analytical_SD,WI_Analysis_Source,Project_ID,Modality
Shell,1.11,SLC_Area,SLC_Area_Oct-17,UT,40.55836,-111.87167,,,17-267_SLV-17-354,,,06-10-17 0:00,2017,fall,october,,-118.550094,-15.71394985,0.116257632,0.027607279,SPATIAL,p59,multi
Shell,1.11,SLC_Area,SLC_Area_Oct-17,UT,40.61067,-111.8177,,,17-267_SLV-17-281,,,06-10-17 0:00,2017,fall,october,,-118.635568,-15.71398261,0.040536646,0.017658214,SPATIAL,p59,multi
Shell,1.11,SLC_Area,SLC_Area_Oct-17,UT,40.6258,-111.85358,,,17-267_SLV-17-288,,,06-10-17 0:00,2017,fall,october,,-118.8945458,-15.54841322,0.120423867,0.029244479,SPATIAL,p59,multi
Shell,1.11,SLC_Area,SLC_Area_Oct-17,UT,40.67391,-111.82379,,,17-267_SLV-17-295,,,06-10-17 0:00,2017,fall,october,,-119.1439418,-15.69208156,0.132154451,0.046695493,SPATIAL,p59,multi
Shell,1.11,SLC_Area,SLC_Area_Oct-17,UT,40.68253,-111.98697,,,17-267_SLV-17-272,,,06-10-17 0:00,2017,fall,october,,-119.2678478,-15.85836542,0.150976155,0.009085706,SPATIAL,p59,multi
Shell,1.11,SLC_Area,SLC_Area_Oct-17,UT,40.72514,-111.83019,,,17-267_SLV-17-311,,,06-10-17 0:00,2017,fall,october,,-118.0304767,-15.50004115,0.097218704,0.012302994,SPATIAL,p59,multi
Shilo Inn,1.11,SLC_Area,SLC_Area_Oct-17,UT,40.76474,-111.89454,,,17-267_SLV-17-323,,,06-10-17 0:00,2017,fall,october,,-119.7620262,-15.98545506,0.125987716,0.016532919,SPATIAL,p59,multi
Sinclair,1.11,SLC_Area,SLC_Area_Oct-17,UT,40.60481,-111.89039,,,17-267_SLV-17-285,,,06-10-17 0:00,2017,fall,october,,-117.5839834,-15.38214896,0.132800214,0.020400569,SPATIAL,p59,multi
Sinclair,1.11,SLC_Area,SLC_Area_Oct-17,UT,40.60987,-111.93849,,,17-267_SLV-17-265,,,06-10-17 0:00,2017,fall,october,,-119.3071218,-15.80023296,0.09925507,0.035108102,SPATIAL,p59,multi
Sinclair,1.11,SLC_Area,SLC_Area_Oct-17,UT,40.68685,-111.79561,,,17-267_SLV-17-298,,,06-10-17 0:00,2017,fall,october,,-120.3110475,-16.02993246,0.044762164,0.008515659,SPATIAL,p59,multi
Sinclair,1.11,SLC_Area,SLC_Area_Oct-17,UT,40.74135,-111.82632,,,17-267_SLV-17-308,,,06-10-17 0:00,2017,fall,october,,-118.7562335,-15.69153001,0.079450209,0.011916121,SPATIAL,p59,multi
SPATIAL Lab,1.11,SLC_Area,SLC_Area_Oct-17,UT,40.766641,-111.848071,,,17-267_SLV-17-307,,,06-10-17 0:00,2017,fall,october,,-119.6659393,-15.96798438,0.076433462,0.038004715,SPATIAL,p59,multi
Starbucks,1.11,SLC_Area,SLC_Area_Oct-17,UT,40.63526,-111.80401,,,17-267_SLV-17-278,,,06-10-17 0:00,2017,fall,october,,-118.1193118,-15.55115615,0.018007251,0.010135479,SPATIAL,p59,multi
Storm Mtn Park,1.11,SLC_Area,SLC_Area_Oct-17,UT,40.54389,-111.8633,,,17-267_SLV-17-352,,,06-10-17 0:00,2017,fall,october,,-118.6072312,-15.73946158,0.141563947,0.026050009,SPATIAL,p59,multi
Subway,1.11,SLC_Area,SLC_Area_Oct-17,UT,40.60886,-111.79799,,,17-267_SLV-17-280,,,06-10-17 0:00,2017,fall,october,,-118.555692,-15.66289296,0.056439088,0.037028439,SPATIAL,p59,multi
West Village,1.11,SLC_Area,SLC_Area_Oct-17,UT,40.75411,-111.83633,,,17-267_SLV-17-273,,,06-10-17 0:00,2017,fall,october,,-118.1797741,-15.59720059,0.132681778,0.018455892,SPATIAL,p59,multi
VEL airport,NC,NC,NC,NC,40.44777591,-109.5134518,1595.713745,,19-089_USGW-19-001,-6,-6,09-03-19 13:49,2019,NC,NC,,-115.7782492,-15.75891507,0.103689891,0.000333222,SPATIAL,p225,NC
GWC airport,NC,NC,NC,NC,40.42609552,-104.6370803,1403.633548,,19-089_USGW-19-002,-6,-6,09-03-19 16:15,2019,NC,NC,,-122.0806753,-16.18024159,0.244386939,0.072194194,SPATIAL,p225,NC
FMM airport,NC,NC,NC,NC,40.32800335,-103.8030474,1372.7323,,19-089_USGW-19-003,-6,-6,09-03-19 17:16,2019,NC,NC,,-104.4297188,-13.79104019,0.142423219,0.04697268,SPATIAL,p225,NC
AKO airport ,NC,NC,NC,NC,40.17161385,-103.2093419,1422.715698,,19-089_USGW-19-004,-6,-6,09-03-19 17:46,2019,NC,NC,,-95.33416541,-12.63502635,0.447025752,0.017458234,SPATIAL,p225,NC
Wray airport ,NC,NC,NC,NC,40.09812533,-102.2374699,1110.999756,,19-089_USGW-19-005,-6,-6,09-03-19 18:47,2019,NC,NC,,-79.23024093,-10.76500021,0.234078038,0.04491713,SPATIAL,p225,NC
CBK airport,NC,NC,NC,NC,39.42646971,-101.0514237,967.9700553,,19-089_USGW-19-006,-5,-5,09-03-19 19:47,2019,NC,NC,,-81.84480428,-11.56236543,0.069085952,0.053185971,SPATIAL,p225,NC
Hampton Inn,NC,NC,NC,NC,39.365007,-101.0351318,973.1885986,,19-089_USGW-19-007,-5,-5,10-03-19 9:02,2019,NC,NC,,-77.81470016,-11.10236885,0.146863014,0.058979777,SPATIAL,p225,NC
TQK airport ,NC,NC,NC,NC,38.47842425,-100.8875235,901,,19-089_USGW-19-008,-5,-5,10-03-19 10:28,2019,NC,NC,,-60.34873033,-8.716748172,0.631347079,0.083235264,SPATIAL,p225,NC
36K airport ,NC,NC,NC,NC,37.96733791,-101.2542856,1115.2677,,19-089_USGW-19-009,-5,-5,10-03-19 11:02,2019,NC,NC,,-61.7092125,-9.176050782,0.09426081,0.022149123,SPATIAL,p225,NC
HQG airport,NC,NC,NC,NC,37.16799152,-101.3697085,,,19-089_USGW-19-010,-5,-5,10-03-19 12:00,2019,NC,NC,,-56.11296341,-7.94637442,0.337986944,0.037289065,SPATIAL,p225,NC
LBL airport,NC,NC,NC,NC,37.04530051,-100.9533275,869.9566983,,19-089_USGW-19-011,-5,-5,10-03-19 12:16,2019,NC,NC,,-66.4213335,-9.320719727,0.203270728,0.072341681,SPATIAL,p225,NC
WWR airport,NC,NC,NC,NC,36.43382414,-99.5181043,657.4893998,,19-089_USGW-19-012,-5,-5,10-03-19 13:18,2019,NC,NC,,-43.71049963,-6.652905644,0.148861117,0.008925862,SPATIAL,p225,NC
PTT airport ,NC,NC,NC,NC,37.7044107,-98.74462277,592.1852417,,19-089_USGW-19-013,-5,-5,10-03-19 14:42,2019,NC,NC,,-43.4616668,-6.665780901,0.24970526,0.053544166,SPATIAL,p225,NC
O53 airport ,NC,NC,NC,NC,36.79232078,-97.74657385,339.0489035,,19-089_USGW-19-014,-5,-5,10-03-19 15:44,2019,NC,NC,,-35.4778997,-5.844915022,0.20541247,0.070970064,SPATIAL,p225,NC
CUH airport,NC,NC,NC,NC,35.95347268,-96.77247845,262.1080024,,19-089_USGW-19-015,-5,-5,10-03-19 16:34,2019,NC,NC,,-33.51550223,-5.849171235,0.203444191,0.042732308,SPATIAL,p225,NC
Courtyard Hotel,NC,NC,NC,NC,36.11796074,-94.14933875,365.4215393,,19-089_USGW-19-016,-5,-5,11-03-19 7:29,2019,NC,NC,,-43.03218929,-6.967864144,0.27896003,0.054144259,SPATIAL,p225,NC
FYV airport ,NC,NC,NC,NC,36.00984968,-94.16677198,373.0015006,,19-089_USGW-19-017,-5,-5,11-03-19 9:08,2019,NC,NC,,-43.13419913,-7.024843633,0.140162302,0.056692038,SPATIAL,p225,NC
PLK airport ,NC,NC,NC,NC,36.62328568,-93.22688275,1471.824341,,19-089_USGW-19-018,-5,-5,11-03-19 9:59,2019,NC,NC,,-38.43275467,-6.283282331,0.129603467,0.065679459,SPATIAL,p225,NC
MNF airport,NC,NC,NC,NC,36.9917003,-91.70452381,1582.691895,,19-089_USGW-19-019,-5,-5,11-03-19 10:58,2019,NC,NC,,-40.29094168,-6.695037009,0.279859534,0.027466826,SPATIAL,p225,NC
4M9 airport ,NC,NC,NC,NC,36.40742508,-90.6494415,96.33696986,,19-089_USGW-19-020,-5,-5,11-03-19 11:49,2019,NC,NC,,-37.67318871,-6.458795884,0.331952411,0.058594595,SPATIAL,p225,NC
4M3 airport ,NC,NC,NC,NC,34.80371488,-91.71432748,56.71124828,,19-089_USGW-19-021,-5,-5,11-03-19 13:07,2019,NC,NC,,-30.89123185,-5.2357894,0.170070763,0.01838654,SPATIAL,p225,NC
LLQ airport ,NC,NC,NC,NC,33.63442313,-91.75547832,99.60327148,,19-089_USGW-19-022,-5,-5,11-03-19 14:10,2019,NC,NC,,-30.26221249,-5.676033778,0.279592104,0.042598877,SPATIAL,p225,NC
M72 airport ,NC,NC,NC,NC,34.54704701,-89.02298503,126.5543324,spigot by hangar 4,19-089_USGW-19-024,-5,-5,11-03-19 16:11,2019,NC,NC,,-30.76758082,-5.619610225,0.093307796,0.0290324,SPATIAL,p225,NC
CHA airport ,NC,NC,NC,NC,35.03286831,-85.20648249,204.0000153,,19-089_USGW-19-026,-4,-4,12-03-19 6:25,2019,NC,NC,,-36.98039931,-6.385259541,0.109423482,0.047698795,SPATIAL,p225,NC
RHP airport,NC,NC,NC,NC,35.19652559,-83.8629575,564.0635078,,19-089_USGW-19-027,-4,-4,12-03-19 7:51,2019,NC,NC,tap water w well source,-32.06035355,-5.85107946,0.527273595,0.046481153,SPATIAL,p225,NC
7A8 airport ,NC,NC,NC,NC,35.94726484,-81.99632534,832.493277,,19-089_USGW-19-028,-4,-4,12-03-19 8:57,2019,NC,NC,,-41.85610826,-7.142792068,0.283345666,0.029876753,SPATIAL,p225,NC
EXX airport ,NC,NC,NC,NC,35.77940186,-80.30224259,203.0680795,,19-089_USGW-19-029,-4,-4,12-03-19 9:53,2019,NC,NC,,-34.53747726,-6.231327583,0.12735521,0.018977955,SPATIAL,p225,NC
SMS airport ,NC,NC,NC,NC,33.99248873,-80.36183328,70.61150129,,19-089_USGW-19-031,-4,-4,12-03-19 12:41,2019,NC,NC,,-22.1486131,-4.163130688,0.19428287,0.03875528,SPATIAL,p225,NC
DNL airport,NC,NC,NC,NC,33.46512064,-82.03532936,124.6013336,,19-089_USGW-19-032,-4,-4,12-03-19 13:45,2019,NC,NC,Reservoir water,-24.85249857,-4.396130512,0.24059241,0.054231972,SPATIAL,p225,NC
DYB airport ,NC,NC,NC,NC,33.06355152,-80.27617081,10.23045586,,19-089_USGW-19-033,-4,-4,12-03-19 14:55,2019,NC,NC,,-23.82684073,-4.552877257,0.246792834,0.049745478,SPATIAL,p225,NC
Sea View,NC,NC,NC,NC,31.13488693,-81.38885546,3.165673733,,19-089_USGW-19-034,-4,-4,13-03-19 19:03,2019,NC,NC,St Simons tap water from Upper Floridian Aquifer,-16.2215869,-3.55264861,0.424876329,0.031793733,SPATIAL,p225,NC
FHB airport ,NC,NC,NC,NC,30.61691977,-81.46096389,4.8388381,,19-089_USGW-19-035,-4,-4,14-03-19 7:30,2019,NC,NC,,-12.30828649,-3.005866267,0.19318878,0.045243187,SPATIAL,p225,NC
FIN airport ,NC,NC,NC,NC,29.47208852,-81.20793794,-2.346622381,,19-089_USGW-19-036,-4,-4,14-03-19 8:34,2019,NC,NC,,-9.584662671,-2.26890284,0.195230471,0.026537572,SPATIAL,p225,NC
X21 airport,NC,NC,NC,NC,28.62090425,-80.8324122,10.99399108,,19-089_USGW-19-037,-4,-4,14-03-19 9:26,2019,NC,NC,,-14.03774371,-3.06178431,0.256874147,0.000678889,SPATIAL,p225,NC
X26 airport ,NC,NC,NC,NC,27.81276458,-80.49192893,22.02890402,,19-089_USGW-19-038,-4,-4,14-03-19 10:15,2019,NC,NC,,-8.774596986,-2.143239656,0.415611951,0.039203665,SPATIAL,p225,NC
FMY airport ,NC,NC,NC,NC,26.58146861,-81.85778826,3.329524635,,19-089_USGW-19-040,-4,-4,14-03-19 12:44,2019,NC,NC,,-2.46362774,-0.812129471,0.026013541,0.022813475,SPATIAL,p225,NC
LAL airport ,NC,NC,NC,NC,27.99324523,-82.0164103,47.82870324,,19-089_USGW-19-041,-4,-4,14-03-19 13:43,2019,NC,NC,,-15.74638212,-3.163322809,0.005696335,9.31E-06,SPATIAL,p225,NC
OCF airport ,NC,NC,NC,NC,29.17496606,-82.22049432,37.22431465,,19-089_USGW-19-042,-4,-4,14-03-19 14:55,2019,NC,NC,,-20.80323104,-4.000110351,0.095126117,0.013657464,SPATIAL,p225,NC
TLH airport ,NC,NC,NC,NC,30.3964893,-84.35463175,20.29148447,,19-089_USGW-19-043,-4,-4,14-03-19 16:29,2019,NC,NC,,-12.07771702,-2.41086157,0.033382986,0.014580809,SPATIAL,p225,NC
Fairfield Inn,NC,NC,NC,NC,30.18733027,-85.76895515,5,,19-089_USGW-19-044,-5,-5,15-03-19 9:12,2019,NC,NC,,-18.58509059,-3.646742654,0.11299483,0.024026455,SPATIAL,p225,NC
ECP airport ,NC,NC,NC,NC,30.3438999,-85.79470458,12.67847538,,19-089_USGW-19-045,-5,-5,16-03-19 6:37,2019,NC,NC,,-22.34479502,-4.055107283,0.15609253,0.048596623,SPATIAL,p225,NC
GZH airport ,NC,NC,NC,NC,31.41928769,-87.04371233,79.0622953,,19-089_USGW-19-046,-5,-5,16-03-19 8:13,2019,NC,NC,,-20.45601239,-4.22559933,0.169657626,0.017205061,SPATIAL,p225,NC
GPT airport ,NC,NC,NC,NC,30.40362518,-89.07377174,18.51120828,,19-089_USGW-19-047,-5,-5,16-03-19 9:25,2019,NC,NC,,-21.87673249,-4.513588079,0.361191158,0.03326137,SPATIAL,p225,NC
REG airport ,NC,NC,NC,NC,30.17439398,-90.93902101,5.626239416,,19-089_USGW-19-048,-5,-5,16-03-19 10:26,2019,NC,NC,,-20.7162939,-4.437673403,0.359433906,0.070874093,SPATIAL,p225,NC
LFT airport ,NC,NC,NC,NC,30.21203201,-91.98860556,5.739333886,,19-089_USGW-19-049,-5,-5,16-03-19 11:17,2019,NC,NC,,-23.51598792,-4.476814739,0.212565986,0.056467477,SPATIAL,p225,NC
CWF airport,NC,NC,NC,NC,30.21409653,-93.15107778,2.46679306,,19-089_USGW-19-050,-5,-5,16-03-19 12:21,2019,NC,NC,,-23.53874323,-4.565327121,0.736088732,0.030619463,SPATIAL,p225,NC
T78 airport ,NC,NC,NC,NC,30.08012138,-94.69765329,,,19-089_USGW-19-051,-5,-5,16-03-19 14:10,2019,NC,NC,,-23.81821428,-4.685795971,0.20123713,0.0588716,SPATIAL,p225,NC
6R3 airport ,NC,NC,NC,NC,30.35968409,-95.00790494,41.70261002,,19-089_USGW-19-052,-5,-5,16-03-19 14:33,2019,NC,NC,,-21.62081809,-4.440003416,0.518141708,0.035591429,SPATIAL,p225,NC
UTS airport ,NC,NC,NC,NC,30.74290082,-95.58610771,96.33703901,,19-089_USGW-19-053,-5,-5,16-03-19 15:12,2019,NC,NC,,-20.95765738,-3.777115228,0.194683766,0.014981469,SPATIAL,p225,NC
60R airport ,NC,NC,NC,NC,30.37376653,-96.11457154,62.70230241,,19-089_USGW-19-054,-5,-5,16-03-19 15:48,2019,NC,NC,,-23.50733861,-4.549019425,0.211047928,0.02338815,SPATIAL,p225,NC
GYB airport ,NC,NC,NC,NC,30.17055077,-96.9791359,152.1008105,,19-089_USGW-19-055,-5,-5,16-03-19 16:28,2019,NC,NC,,-26.43455616,-5.160691025,0.368731276,0.044364214,SPATIAL,p225,NC
EDC airport ,NC,NC,NC,NC,30.39996246,-97.57335193,185.8743896,,19-089_USGW-19-056,-5,-5,16-03-19 17:10,2019,NC,NC,,-13.0236712,-2.155032309,0.519020258,0.112978792,SPATIAL,p225,NC
East Austin,NC,NC,NC,NC,30.31460027,-97.69728702,193.6094055,,19-089_USGW-19-057,-5,-5,17-03-19 8:57,2019,NC,NC,,-18.95470274,-2.90145284,0.053103172,0.025803862,SPATIAL,p225,NC
Airport Diner,NC,NC,NC,NC,30.24442914,-98.90801944,509.146698,,19-089_USGW-19-058,-5,-5,17-03-19 12:14,2019,NC,NC,,-22.54640689,-3.7070172,0.159681929,0.036814674,SPATIAL,p225,NC
JCT airport ,NC,NC,NC,NC,30.51025391,-99.76562636,542.9040737,,19-089_USGW-19-059,-5,-5,17-03-19 13:29,2019,NC,NC,,-28.54399969,-4.752828672,0.348180342,0.047174897,SPATIAL,p225,NC
OZA airport ,NC,NC,NC,NC,30.73129998,-101.2027041,719.3489852,,19-089_USGW-19-060,-5,-5,17-03-19 14:18,2019,NC,NC,,-34.98407734,-5.605909745,0.59049044,0.100231505,SPATIAL,p225,NC
INK airport ,NC,NC,NC,NC,31.78279741,-103.1956239,853.274644,,19-089_USGW-19-061,-5,-5,17-03-19 15:41,2019,NC,NC,,-42.4992125,-5.912929412,0.443528935,0.02863086,SPATIAL,p225,NC
PEQ airport ,NC,NC,NC,NC,31.38999805,-103.5114779,792.9946734,,19-089_USGW-19-062,-5,-5,17-03-19 16:15,2019,NC,NC,,-46.35119551,-6.983620392,0.16835639,0.036880954,SPATIAL,p225,NC
VHN airport,NC,NC,NC,NC,31.06086016,-104.7861849,1207.563247,,19-089_USGW-19-063,-5,-5,17-03-19 17:05,2019,NC,NC,,-55.03940502,-7.812547329,0.222764757,0.049628489,SPATIAL,p225,NC
Wyndham,NC,NC,NC,NC,31.79669262,-106.397894,1197.220033,,19-089_USGW-19-064,-6,-6,17-03-19 23:04,2019,NC,NC,,-73.19535396,-10.41429196,0.297294379,0.053621329,SPATIAL,p225,NC
DMN airport ,NC,NC,NC,NC,32.26511162,-107.7245965,1303.144261,,19-089_USGW-19-065,-6,-6,18-03-19 9:46,2019,NC,NC,,-64.62590805,-9.046748462,0.200241184,0.058986826,SPATIAL,p225,NC
SVC airport ,NC,NC,NC,NC,32.63102316,-108.1553013,1626.626858,,19-089_USGW-19-066,-6,-6,18-03-19 10:14,2019,NC,NC,,-62.61305466,-8.740132324,0.132980067,0.010734972,SPATIAL,p225,NC
SAD airport ,NC,NC,NC,NC,32.85229307,-109.6370371,939.87238,,19-089_USGW-19-067,-7,-7,18-03-19 11:05,2019,NC,NC,,-70.98567873,-9.629662149,0.175363125,0.042298033,SPATIAL,p225,NC
P08 airport ,NC,NC,NC,NC,32.93823831,-111.4219102,477.0397322,,19-089_USGW-19-069,-7,-7,18-03-19 12:36,2019,NC,NC,,-66.33818631,-9.2984001,0.323941498,0.047372418,SPATIAL,p225,NC
E63 airport ,NC,NC,NC,NC,32.95956801,-112.6783738,226.3699041,,19-089_USGW-19-070,-7,-7,18-03-19 13:49,2019,NC,NC,,-67.20667337,-9.20876247,0.154802607,0.025689897,SPATIAL,p225,NC
BLH airport ,NC,NC,NC,NC,33.61402002,-114.7120465,118.9490627,,19-089_USGW-19-071,-7,-7,18-03-19 15:00,2019,NC,NC,,-80.6612995,-10.84613235,0.181033513,0.039454873,SPATIAL,p225,NC
UDD airport ,NC,NC,NC,NC,33.7458117,-116.2707943,10.27916622,,19-089_USGW-19-072,-7,-7,18-03-19 15:56,2019,NC,NC,,-67.7523305,-9.876083167,0.473116623,0.03300233,SPATIAL,p225,NC
LPC airport ,NC,NC,NC,NC,34.66639447,-120.45988,27.22678293,,19-089_USGW-19-073,-7,-7,18-03-19 18:08,2019,NC,NC,,-34.1156915,-4.910326702,0.237061821,0.028687927,SPATIAL,p225,NC
Paso Robles Inn,NC,NC,NC,NC,35.62555833,-120.6928011,223.3402797,,19-089_USGW-19-074,-7,-7,18-03-19 23:18,2019,NC,NC,,-35.81291532,-5.595052419,0.381182504,0.067049346,SPATIAL,p225,NC
MCE airport ,NC,NC,NC,NC,37.2885962,-120.5129025,59.50644191,,19-089_USGW-19-075,-7,-7,19-03-19 10:54,2019,NC,NC,,-67.96065864,-9.352857135,0.400095107,0.03756901,SPATIAL,p225,NC
MAE airport ,NC,NC,NC,NC,36.98994863,-120.1109217,63.76512168,,19-089_USGW-19-076,-7,-7,19-03-19 11:21,2019,NC,NC,,-73.25482115,-10.27442302,0.077604174,0.003236076,SPATIAL,p225,NC
VIS airport,NC,NC,NC,NC,36.32598086,-119.3979451,80.73881145,,19-089_USGW-19-077,-7,-7,19-03-19 12:02,2019,NC,NC,,-86.33552232,-12.05149263,0.315211244,0.080779664,SPATIAL,p225,NC
APV airport ,NC,NC,NC,NC,34.57660036,-117.1887732,912.3969925,,19-089_USGW-19-078,-7,-7,19-03-19 13:54,2019,NC,NC,,-65.71846916,-9.66754992,0.284103128,0.042061691,SPATIAL,p225,NC
0L7 airport ,NC,NC,NC,NC,35.77184915,-115.3292099,861.9475146,,19-089_USGW-19-079,-7,-7,19-03-19 15:20,2019,NC,NC,,-89.63955444,-12.08932762,0.219588368,0.049314979,SPATIAL,p225,NC
67L airport ,NC,NC,NC,NC,36.83194648,-114.058166,605.7371353,,19-089_USGW-19-080,-7,-7,19-03-19 16:20,2019,NC,NC,,-102.086036,-13.28984456,0.241309814,0.032557345,SPATIAL,p225,NC
MLF airport ,NC,NC,NC,NC,38.41931566,-113.0107614,1518.336274,,19-089_USGW-19-081,-6,-6,19-03-19 17:27,2019,NC,NC,,-111.1744981,-14.98427299,0.176241932,0.027891651,SPATIAL,p225,NC
DTA airport,NC,NC,NC,NC,39.38600974,-112.5127876,1306.73942,,19-089_USGW-19-082,-6,-6,19-03-19 18:21,2019,NC,NC,,-117.5337594,-15.65681563,0.299713938,0.052269213,SPATIAL,p225,NC
DEN airport,15,Denver,Denver,CO,39.85894492,-104.6739259,1655,,19-248_USTAP-19-001,-6,-6,30-09-19 12:30,2019,fall,september,,-116.683813,-15.20755087,0.065173319,0.046174894,SPATIAL,p225,uni
UNO,15,Denver,Denver,CO,39.77335464,-104.7964444,1624.725235,,19-248_USTAP-19-002,-6,-6,30-09-19 13:21,2019,fall,september,,-116.3406655,-15.08918323,0.093049676,0.035357935,SPATIAL,p225,uni
Tiger Mart,15,Denver,Denver,CO,39.72495149,-104.7918081,1673.640949,,19-248_USTAP-19-003,-6,-6,30-09-19 13:31,2019,fall,september,,-115.0235419,-14.95301163,0.106897201,0.039766924,SPATIAL,p225,uni
Circle K,15,Denver,Denver,CO,39.67834906,-104.8100696,1682.902396,,19-248_USTAP-19-004,-6,-6,30-09-19 13:47,2019,fall,september,,-114.9739132,-14.95584722,0.227080875,0.033790165,SPATIAL,p225,uni
Circle K,15,Denver,Denver,CO,39.65351987,-104.810654,1733.410785,,19-248_USTAP-19-005,-6,-6,30-09-19 13:54,2019,fall,september,,-114.3966282,-14.93160241,0.173794114,0.085990613,SPATIAL,p225,uni
Subway,15,Denver,Denver,CO,39.61557929,-104.814355,1729.798222,,19-248_USTAP-19-006,-6,-6,30-09-19 14:03,2019,fall,september,,-115.7127916,-15.05323387,0.057218428,0.024475846,SPATIAL,p225,uni
Wine and Spirits,15,Denver,Denver,CO,39.57522179,-104.808704,1742.006234,,19-248_USTAP-19-007,-6,-6,30-09-19 14:13,2019,fall,september,,-98.94950192,-12.60184136,0.10499172,0.019457402,SPATIAL,p225,uni
Subway,15,Denver,Denver,CO,39.59560382,-104.8489768,1716.281553,,19-248_USTAP-19-008,-6,-6,30-09-19 14:24,2019,fall,september,,-109.6234572,-14.7349472,0.104828334,0.029001097,SPATIAL,p225,uni
Circle K,15,Denver,Denver,CO,39.59553323,-104.902515,1724.292064,,19-248_USTAP-19-009,-6,-6,30-09-19 14:32,2019,fall,september,,-117.0521802,-15.2499262,0.172432265,0.028494444,SPATIAL,p225,uni
Walgreens,15,Denver,Denver,CO,39.59546152,-104.9615353,1687.703322,,19-248_USTAP-19-010,-6,-6,30-09-19 14:42,2019,fall,september,,-116.7318642,-15.19063965,0.141795633,0.046809878,SPATIAL,p225,uni
Conoco,15,Denver,Denver,CO,39.61343898,-104.9992608,1662.942333,,19-248_USTAP-19-011,-6,-6,30-09-19 14:56,2019,fall,september,,-116.7297817,-15.10168805,0.016828639,0.028072187,SPATIAL,p225,uni
Phillips 66,15,Denver,Denver,CO,39.61033605,-105.0826033,1687.268389,,19-248_USTAP-19-012,-6,-6,30-09-19 15:08,2019,fall,september,,-116.7958594,-15.19342837,0.099910053,0.029147196,SPATIAL,p225,uni
Starbucks,15,Denver,Denver,CO,39.6231441,-105.1095906,1720.93539,,19-248_USTAP-19-013,-6,-6,30-09-19 15:21,2019,fall,september,,-116.6864475,-15.15575629,0.138871657,0.03017667,SPATIAL,p225,uni
Burger King,15,Denver,Denver,CO,39.68105678,-105.1196281,1730.014176,,19-248_USTAP-19-014,-6,-6,30-09-19 15:32,2019,fall,september,,-114.8285429,-14.88521289,0.07909641,0.031139831,SPATIAL,p225,uni
McDonaldâ€™s,15,Denver,Denver,CO,39.68211366,-105.0262013,1643.507708,,19-248_USTAP-19-015,-6,-6,30-09-19 15:51,2019,fall,september,,-114.9150258,-14.88505749,0.194164418,0.046791146,SPATIAL,p225,uni
Burger King,15,Denver,Denver,CO,39.67821437,-104.9867032,1612.736446,,19-248_USTAP-19-016,-6,-6,30-09-19 16:09,2019,fall,september,,-116.4889969,-15.09419445,0.114860497,0.018046479,SPATIAL,p225,uni
711,15,Denver,Denver,CO,39.67825523,-104.9684129,1630.383881,,19-248_USTAP-19-017,-6,-6,30-09-19 16:20,2019,fall,september,,-118.025871,-15.38426526,0.242401457,0.068612847,SPATIAL,p225,uni
Sinclair,15,Denver,Denver,CO,39.67796163,-104.9226488,1668.538059,,19-248_USTAP-19-018,-6,-6,30-09-19 16:29,2019,fall,september,,-117.4771875,-15.25267438,0.405360524,0.076282002,SPATIAL,p225,uni
Shell,15,Denver,Denver,CO,39.67525116,-104.8655103,1699.79756,,19-248_USTAP-19-019,-6,-6,30-09-19 16:44,2019,fall,september,,-114.3991342,-14.85450958,0.139888803,0.025154346,SPATIAL,p225,uni
McDonalds,15,Denver,Denver,CO,39.69054695,-104.8656241,1678.630376,,19-248_USTAP-19-020,-6,-6,30-09-19 16:51,2019,fall,september,,-115.1896365,-14.98965366,0.0439339,0.040204084,SPATIAL,p225,uni
Conoco,15,Denver,Denver,CO,39.71154833,-104.8654197,1659.391749,,19-248_USTAP-19-021,-6,-6,30-09-19 17:00,2019,fall,september,,-114.0488051,-14.80773007,0.107875027,0.033233449,SPATIAL,p225,uni
711,15,Denver,Denver,CO,39.73954593,-104.8656073,1635.246369,,19-248_USTAP-19-022,-6,-6,30-09-19 17:08,2019,fall,september,,-114.1464764,-14.78870368,0.036866923,0.005105035,SPATIAL,p225,uni
7 Lenguas,15,Denver,Denver,CO,39.74037058,-104.8889982,1629.173749,,19-248_USTAP-19-023,-6,-6,30-09-19 17:17,2019,fall,september,Server filled bottle; very cold water maybe from iced pitcher,-117.6858938,-15.26053083,0.06969249,0.042551321,SPATIAL,p225,uni
711,15,Denver,Denver,CO,39.74052581,-104.8990744,1472.708352,,19-248_USTAP-19-024,-6,-6,30-09-19 17:22,2019,fall,september,,-117.7457607,-15.2606593,0.16788836,0.017486951,SPATIAL,p225,uni
Circle K,15,Denver,Denver,CO,39.74062679,-104.9237683,1647.883547,,19-248_USTAP-19-025,-6,-6,30-09-19 17:28,2019,fall,september,,-117.688009,-15.18969143,0.144850995,0.025791173,SPATIAL,p225,uni
Illegal Petes,15,Denver,Denver,CO,39.74002751,-104.9630141,1460.043862,,19-248_USTAP-19-026,-6,-6,30-09-19 17:39,2019,fall,september,,-117.9929612,-15.32732088,0.09053206,0.036804411,SPATIAL,p225,uni
